tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
13,Yes,Month-to-month,Bank transfer (automatic),67.8,842.25,No,12.422566371681416,4146
35,Yes,Month-to-month,Electronic check,75.2,2576.2,Yes,34.25797872340425,4147
71,Yes,Two year,Bank transfer (automatic),24.85,1901.0,No,76.4989939637827,4148
29,Yes,Month-to-month,Credit card (automatic),19.35,601.6,No,31.090439276485785,4149
71,No,Two year,Electronic check,49.35,3515.25,Yes,71.23100303951368,4150
7,Yes,Month-to-month,Electronic check,89.0,605.45,No,6.8028089887640455,4151
57,No,Month-to-month,Electronic check,55.0,3094.05,No,56.25545454545455,4152
65,Yes,Two year,Bank transfer (automatic),76.15,4929.55,No,64.73473407747866,4153
27,Yes,One year,Mailed check,20.3,595.05,No,29.312807881773395,4154
6,Yes,Month-to-month,Electronic check,74.9,469.8,Yes,6.2723631508678235,4155
72,Yes,Two year,Credit card (automatic),117.35,8436.25,No,71.88964635705156,4156
1,Yes,Month-to-month,Mailed check,19.75,19.75,No,1.0,4157
11,Yes,Month-to-month,Credit card (automatic),45.2,492.0,No,10.884955752212388,4158
39,Yes,Two year,Mailed check,25.2,987.95,No,39.20436507936508,4159
59,Yes,Month-to-month,Electronic check,89.75,5496.9,No,61.24679665738161,4160
26,Yes,One year,Bank transfer (automatic),75.0,1908.35,No,25.444666666666667,4161
2,Yes,Month-to-month,Mailed check,49.95,107.1,No,2.144144144144144,4162
72,No,Two year,Bank transfer (automatic),65.7,4575.35,No,69.64003044140031,4163
65,Yes,One year,Credit card (automatic),67.05,4309.55,No,64.27367636092468,4164
72,Yes,Two year,Credit card (automatic),110.9,7922.75,No,71.4404869251578,4165
6,Yes,Month-to-month,Bank transfer (automatic),87.95,522.35,No,5.939169982944855,4166
32,Yes,One year,Credit card (automatic),19.8,587.7,No,29.681818181818183,4167
50,Yes,One year,Bank transfer (automatic),75.7,3876.2,No,51.20475561426684,4168
61,No,Two year,Mailed check,62.15,3778.85,No,60.80209171359614,4169
15,Yes,Month-to-month,Electronic check,101.25,1457.25,Yes,14.392592592592592,4170
72,Yes,Two year,Bank transfer (automatic),115.15,8349.45,No,72.50933564915329,4171
9,Yes,Month-to-month,Mailed check,18.95,185.6,Yes,9.79419525065963,4172
1,Yes,Month-to-month,Mailed check,19.5,19.5,No,1.0,4173
12,Yes,Month-to-month,Electronic check,86.55,1066.9,No,12.326978625072215,4174
37,No,Month-to-month,Credit card (automatic),28.6,973.55,Yes,34.040209790209786,4175
61,Yes,One year,Mailed check,20.4,1226.45,No,60.12009803921569,4176
18,Yes,One year,Bank transfer (automatic),19.8,342.3,No,17.28787878787879,4177
21,Yes,Month-to-month,Mailed check,45.65,985.05,No,21.57831325301205,4178
68,No,Two year,Mailed check,56.4,3948.45,No,70.00797872340425,4179
12,Yes,Month-to-month,Credit card (automatic),73.3,828.05,No,11.296725784447476,4180
2,No,Month-to-month,Electronic check,24.35,41.85,Yes,1.7186858316221765,4181
62,Yes,Month-to-month,Electronic check,101.35,6164.7,No,60.82585101134682,4182
29,Yes,Month-to-month,Electronic check,98.65,2862.75,Yes,29.019260010136847,4183
1,No,Month-to-month,Mailed check,33.6,33.6,No,1.0,4184
5,Yes,Month-to-month,Bank transfer (automatic),79.9,343.95,Yes,4.304755944931164,4185
1,Yes,Month-to-month,Electronic check,20.7,20.7,No,1.0,4186
62,Yes,Two year,Electronic check,104.05,6590.5,No,63.33974050937049,4187
36,Yes,Two year,Bank transfer (automatic),20.25,717.95,No,35.45432098765432,4188
28,Yes,Month-to-month,Electronic check,103.3,2890.65,Yes,27.983059051306874,4189
69,Yes,One year,Credit card (automatic),73.7,4885.85,No,66.29375848032565,4190
11,Yes,Month-to-month,Credit card (automatic),96.2,1222.05,Yes,12.703222453222452,4191
63,Yes,Month-to-month,Electronic check,108.75,6871.7,No,63.18804597701149,4192
23,Yes,One year,Bank transfer (automatic),20.15,405.6,No,20.12903225806452,4193
10,Yes,Month-to-month,Credit card (automatic),19.75,208.25,No,10.544303797468354,4194
71,Yes,Two year,Credit card (automatic),25.95,1801.9,No,69.4373795761079,4195
45,Yes,Month-to-month,Electronic check,70.05,3062.45,No,43.7180585296217,4196
70,Yes,Two year,Mailed check,24.05,1764.75,No,73.37837837837837,4197
22,Yes,Month-to-month,Electronic check,84.75,1816.75,No,21.436578171091444,4198
52,Yes,Two year,Mailed check,23.05,1255.1,No,54.45119305856832,4199
55,Yes,One year,Electronic check,104.15,5743.05,Yes,55.14210273643783,4200
65,No,Two year,Credit card (automatic),59.95,3921.1,No,65.40617180984152,4201
72,Yes,Two year,Bank transfer (automatic),19.55,1463.45,No,74.85677749360613,4202
10,Yes,One year,Bank transfer (automatic),19.6,189.45,No,9.665816326530612,4203
7,Yes,One year,Mailed check,20.05,96.8,No,4.8279301745635905,4204
5,Yes,Month-to-month,Electronic check,85.55,408.5,No,4.774985388661602,4205
24,Yes,Two year,Credit card (automatic),78.6,1846.65,No,23.49427480916031,4206
72,Yes,Two year,Credit card (automatic),116.8,8456.75,No,72.40368150684931,4207
21,No,Month-to-month,Mailed check,43.55,1011.5,No,23.226176808266363,4208
69,No,One year,Credit card (automatic),60.8,4263.4,No,70.12171052631578,4209
44,Yes,Month-to-month,Bank transfer (automatic),54.9,2549.1,No,46.431693989071036,4210
61,Yes,One year,Electronic check,65.2,3965.05,No,60.813650306748464,4211
24,Yes,Month-to-month,Credit card (automatic),102.95,2496.7,Yes,24.251578436134043,4212
1,Yes,Month-to-month,Electronic check,90.6,90.6,Yes,1.0,4213
6,Yes,Month-to-month,Bank transfer (automatic),50.8,288.05,Yes,5.6702755905511815,4214
4,Yes,Month-to-month,Electronic check,90.05,368.1,Yes,4.087729039422544,4215
72,Yes,Two year,Electronic check,108.2,7840.6,No,72.46395563770795,4216
72,Yes,Two year,Bank transfer (automatic),92.0,6632.75,No,72.09510869565217,4217
14,Yes,Month-to-month,Electronic check,75.1,1013.35,No,13.493342210386153,4218
7,Yes,Month-to-month,Bank transfer (automatic),25.05,152.95,No,6.105788423153692,4219
48,Yes,One year,Electronic check,75.15,3772.65,No,50.20159680638722,4220
55,Yes,One year,Mailed check,19.5,1026.35,No,52.633333333333326,4221
1,Yes,Month-to-month,Credit card (automatic),19.3,19.3,No,1.0,4222
45,Yes,One year,Credit card (automatic),112.2,5031.85,No,44.84714795008913,4223
3,Yes,Month-to-month,Mailed check,70.3,220.4,No,3.1351351351351355,4224
71,Yes,Two year,Mailed check,19.6,1416.5,No,72.2704081632653,4225
8,Yes,Month-to-month,Mailed check,20.25,158.35,No,7.819753086419753,4226
3,Yes,Month-to-month,Electronic check,75.85,256.6,Yes,3.3829927488464078,4227
69,Yes,Two year,Bank transfer (automatic),80.65,5542.55,No,68.72349659020459,4228
1,Yes,Month-to-month,Electronic check,68.5,68.5,Yes,1.0,4229
72,Yes,Two year,Credit card (automatic),115.75,8443.7,No,72.9477321814255,4230
11,Yes,Month-to-month,Electronic check,73.5,791.75,Yes,10.772108843537415,4231
71,Yes,Two year,Bank transfer (automatic),80.6,5708.2,No,70.8213399503722,4232
1,Yes,Month-to-month,Mailed check,69.95,69.95,Yes,1.0,4233
33,No,Two year,Bank transfer (automatic),59.55,2016.3,No,33.858942065491185,4234
16,Yes,One year,Mailed check,19.05,326.65,No,17.146981627296586,4235
56,Yes,One year,Electronic check,95.65,5471.75,No,57.20595922634605,4236
1,Yes,Month-to-month,Credit card (automatic),19.95,19.95,No,1.0,4237
5,Yes,Month-to-month,Electronic check,70.05,346.4,Yes,4.94503925767309,4238
57,Yes,One year,Mailed check,19.4,1061.6,No,54.72164948453608,4239
56,No,One year,Credit card (automatic),36.1,1971.5,No,54.612188365650965,4240
8,Yes,Month-to-month,Electronic check,94.0,773.65,Yes,8.23031914893617,4241
22,Yes,Month-to-month,Mailed check,61.15,1422.05,Yes,23.2551103843009,4242
1,Yes,Month-to-month,Mailed check,19.75,19.75,No,1.0,4243
40,Yes,Month-to-month,Credit card (automatic),64.1,2460.35,No,38.38299531981279,4244
46,Yes,Two year,Credit card (automatic),19.75,856.5,No,43.36708860759494,4245
63,Yes,Two year,Mailed check,19.7,1275.85,No,64.76395939086294,4246
68,Yes,Two year,Electronic check,110.2,7467.5,No,67.76315789473684,4247
69,Yes,Two year,Credit card (automatic),106.35,7261.75,No,68.28161730136343,4248
56,Yes,Month-to-month,Electronic check,90.55,5116.6,No,56.505797901711766,4249
10,Yes,One year,Mailed check,65.9,660.05,No,10.015933232169953,4250
63,Yes,One year,Credit card (automatic),104.5,6590.8,No,63.06985645933015,4251
24,No,Two year,Mailed check,52.5,1208.15,No,23.012380952380955,4252
19,Yes,Month-to-month,Mailed check,56.1,1033.9,No,18.429590017825312,4253
22,Yes,Month-to-month,Electronic check,88.75,1885.15,No,21.241126760563382,4254
29,Yes,Month-to-month,Electronic check,84.45,2467.1,Yes,29.213735938425103,4255
13,Yes,One year,Mailed check,75.3,989.45,Yes,13.140106241699868,4256
70,Yes,Two year,Bank transfer (automatic),26.0,2006.95,No,77.19038461538462,4257
49,Yes,Month-to-month,Electronic check,99.4,5025.0,No,50.5533199195171,4258
43,Yes,One year,Mailed check,109.55,4830.25,Yes,44.09173893199453,4259
3,Yes,Month-to-month,Mailed check,19.6,59.75,Yes,3.0484693877551017,4260
42,Yes,One year,Electronic check,73.15,3088.25,No,42.21804511278195,4261
57,Yes,One year,Mailed check,54.65,3134.7,No,57.35956084172003,4262
2,Yes,Month-to-month,Bank transfer (automatic),66.4,94.55,Yes,1.42394578313253,4263
72,Yes,Two year,Credit card (automatic),115.55,8312.4,No,71.93768931198615,4264
46,Yes,Month-to-month,Electronic check,104.45,4863.85,No,46.56629966491144,4265
66,Yes,Month-to-month,Credit card (automatic),100.05,6871.9,Yes,68.68465767116442,4266
62,Yes,One year,Electronic check,102.0,6529.25,Yes,64.01225490196079,4267
72,Yes,Two year,Bank transfer (automatic),91.15,6637.9,No,72.82391662095446,4268
35,Yes,One year,Electronic check,89.7,3165.6,No,35.29096989966555,4269
17,Yes,Month-to-month,Credit card (automatic),90.2,1454.15,Yes,16.12139689578714,4270
72,Yes,Two year,Electronic check,92.4,6786.1,No,73.4426406926407,4271
28,Yes,One year,Mailed check,19.9,543.0,No,27.286432160804022,4272
56,Yes,Two year,Credit card (automatic),25.15,1327.15,Yes,52.769383697813126,4273
31,Yes,Month-to-month,Credit card (automatic),79.85,2404.15,Yes,30.108328115216032,4274
45,Yes,One year,Bank transfer (automatic),18.85,867.3,No,46.01061007957559,4275
1,Yes,Month-to-month,Mailed check,25.75,25.75,No,1.0,4276
2,Yes,Month-to-month,Mailed check,49.6,114.7,Yes,2.3125,4277
6,Yes,Month-to-month,Mailed check,20.95,109.5,No,5.22673031026253,4278
48,Yes,One year,Electronic check,97.05,4692.95,No,48.35600206079341,4279
25,Yes,Month-to-month,Bank transfer (automatic),25.4,546.85,No,21.52952755905512,4280
64,Yes,Two year,Bank transfer (automatic),19.7,1274.05,No,64.6725888324873,4281
50,No,Month-to-month,Mailed check,35.0,1782.4,No,50.925714285714285,4282
52,Yes,One year,Bank transfer (automatic),101.25,5301.1,No,52.35654320987655,4283
4,Yes,Month-to-month,Electronic check,70.2,280.35,No,3.9935897435897436,4284
32,Yes,Month-to-month,Electronic check,90.95,2897.95,No,31.863111599780098,4285
45,Yes,Two year,Credit card (automatic),73.85,3371.0,No,45.64658090724442,4286
9,Yes,Month-to-month,Electronic check,88.05,801.3,No,9.100511073253832,4287
66,Yes,One year,Credit card (automatic),105.95,6975.25,Yes,65.8352996696555,4288
3,Yes,Month-to-month,Electronic check,91.85,257.05,Yes,2.7985846488840505,4289
54,Yes,Two year,Mailed check,20.1,1079.45,No,53.70398009950249,4290
1,No,Month-to-month,Electronic check,40.1,40.1,Yes,1.0,4291
64,Yes,Two year,Bank transfer (automatic),110.3,6997.3,No,63.43880326382593,4292
31,Yes,Month-to-month,Electronic check,73.9,2217.15,Yes,30.002029769959403,4293
14,Yes,Month-to-month,Mailed check,89.8,1129.1,Yes,12.57349665924276,4294
12,Yes,One year,Credit card (automatic),85.15,979.05,No,11.497944803288313,4295
67,Yes,One year,Bank transfer (automatic),60.95,4119.4,No,67.58654634946677,4296
35,Yes,Month-to-month,Electronic check,72.25,2568.55,Yes,35.550865051903116,4297
45,Yes,Two year,Mailed check,73.55,3349.1,No,45.5350101971448,4298
10,Yes,Month-to-month,Mailed check,46.0,492.1,No,10.697826086956523,4299
29,Yes,Month-to-month,Bank transfer (automatic),58.55,1718.95,No,29.358667805294623,4300
24,Yes,One year,Bank transfer (automatic),24.6,605.25,No,24.603658536585364,4301
66,Yes,Two year,Mailed check,19.75,1344.5,No,68.07594936708861,4302
51,Yes,One year,Mailed check,86.35,4267.15,No,49.4169079328315,4303
45,Yes,Two year,Mailed check,25.5,1121.05,No,43.962745098039214,4304
49,Yes,One year,Credit card (automatic),19.0,918.7,No,48.352631578947374,4305
29,Yes,Two year,Mailed check,19.55,521.8,No,26.690537084398972,4306
40,Yes,Month-to-month,Credit card (automatic),110.1,4469.1,No,40.59128065395096,4307
37,Yes,Month-to-month,Electronic check,96.55,3580.3,Yes,37.08234075608493,4308
25,Yes,Month-to-month,Electronic check,69.75,1729.35,No,24.793548387096774,4309
22,No,Month-to-month,Electronic check,50.6,1073.3,No,21.211462450592883,4310
72,No,Two year,Bank transfer (automatic),65.6,4566.5,No,69.61128048780489,4311
7,No,Month-to-month,Credit card (automatic),40.1,293.3,Yes,7.314214463840399,4312
33,Yes,Two year,Credit card (automatic),82.1,2603.1,No,31.706455542021924,4313
23,Yes,Month-to-month,Mailed check,79.1,1783.75,No,22.550568900126425,4314
24,Yes,Month-to-month,Electronic check,101.25,2440.15,Yes,24.100246913580246,4315
1,Yes,Month-to-month,Electronic check,79.55,79.55,Yes,1.0,4316
69,Yes,Two year,Mailed check,90.65,6322.1,No,69.74186431329288,4317
3,Yes,One year,Credit card (automatic),20.55,57.4,No,2.793187347931873,4318
56,Yes,One year,Bank transfer (automatic),75.75,4284.65,No,56.563036303630355,4319
65,Yes,One year,Credit card (automatic),110.0,7138.65,No,64.89681818181818,4320
71,Yes,One year,Electronic check,20.85,1539.75,No,73.84892086330935,4321
14,Yes,Month-to-month,Bank transfer (automatic),80.35,1058.1,No,13.16863721219664,4322
2,Yes,Month-to-month,Electronic check,70.15,123.8,No,1.7647897362794012,4323
32,Yes,One year,Electronic check,84.05,2781.85,Yes,33.09756097560975,4324
40,Yes,Month-to-month,Electronic check,67.45,2731.0,No,40.489251297257226,4325
1,Yes,Month-to-month,Credit card (automatic),20.75,20.75,No,1.0,4326
1,Yes,Month-to-month,Electronic check,89.1,89.1,Yes,1.0,4327
7,Yes,Month-to-month,Mailed check,69.9,497.3,No,7.1144492131616595,4328
15,Yes,Month-to-month,Electronic check,51.1,711.15,No,13.916829745596868,4329
17,Yes,Month-to-month,Electronic check,94.4,1607.2,Yes,17.025423728813557,4330
19,Yes,Month-to-month,Electronic check,78.25,1490.95,Yes,19.053674121405752,4331
71,Yes,Two year,Bank transfer (automatic),25.55,1898.1,No,74.28962818003913,4332
54,Yes,Two year,Bank transfer (automatic),60.0,3273.95,No,54.56583333333333,4333
31,Yes,Month-to-month,Credit card (automatic),90.55,2929.75,No,32.355052457205964,4334
11,Yes,Month-to-month,Electronic check,76.4,838.7,No,10.977748691099476,4335
18,Yes,Month-to-month,Electronic check,84.95,1443.65,No,16.9941141848146,4336
72,Yes,Two year,Bank transfer (automatic),110.1,7746.7,No,70.3605812897366,4337
71,Yes,Month-to-month,Credit card (automatic),99.65,6951.15,No,69.75564475664827,4338
5,No,Month-to-month,Credit card (automatic),45.4,214.75,No,4.7301762114537445,4339
38,Yes,One year,Credit card (automatic),69.0,2669.45,No,38.687681159420286,4340
5,Yes,Month-to-month,Bank transfer (automatic),48.65,235.2,No,4.83453237410072,4341
2,Yes,Month-to-month,Electronic check,44.15,92.65,Yes,2.098527746319366,4342
52,Yes,Two year,Bank transfer (automatic),59.85,3103.25,No,51.85045948203843,4343
8,Yes,Month-to-month,Electronic check,75.75,606.25,Yes,8.003300330033003,4344
68,Yes,Two year,Electronic check,80.65,5330.2,No,66.09051456912584,4345
69,Yes,One year,Credit card (automatic),20.55,1403.1,No,68.27737226277371,4346
42,Yes,Month-to-month,Credit card (automatic),66.4,2727.8,No,41.08132530120482,4347
50,Yes,Two year,Mailed check,100.2,5038.45,No,50.28393213572854,4348
1,Yes,Month-to-month,Mailed check,19.1,19.1,Yes,1.0,4349
1,Yes,Month-to-month,Electronic check,80.3,80.3,Yes,1.0,4350
33,Yes,Month-to-month,Credit card (automatic),44.55,1462.6,No,32.83052749719416,4351
7,Yes,Month-to-month,Mailed check,20.35,150.6,No,7.4004914004914,4352
64,Yes,Month-to-month,Electronic check,91.8,5960.5,No,64.92919389978213,4353
1,Yes,Month-to-month,Electronic check,74.9,74.9,Yes,1.0,4354
59,Yes,Two year,Bank transfer (automatic),20.2,1192.3,No,59.024752475247524,4355
6,Yes,Month-to-month,Electronic check,50.35,314.55,No,6.247269116186693,4356
3,Yes,Month-to-month,Mailed check,18.8,56.0,No,2.978723404255319,4357
15,Yes,Month-to-month,Credit card (automatic),20.45,330.8,No,16.1760391198044,4358
13,Yes,One year,Electronic check,64.75,877.35,No,13.54980694980695,4359
23,Yes,Month-to-month,Credit card (automatic),98.7,2249.1,No,22.78723404255319,4360
31,Yes,Month-to-month,Electronic check,89.45,2807.65,No,31.387926215762995,4361
29,Yes,One year,Electronic check,58.75,1696.2,No,28.871489361702128,4362
49,Yes,One year,Credit card (automatic),20.7,1032.05,No,49.85748792270531,4363
56,Yes,Month-to-month,Bank transfer (automatic),85.6,4902.8,No,57.27570093457945,4364
63,Yes,Two year,Credit card (automatic),80.3,4995.35,No,62.20859277708593,4365
63,Yes,Two year,Credit card (automatic),79.8,5034.05,No,63.083333333333336,4366
24,Yes,Month-to-month,Electronic check,79.85,1857.75,No,23.265497808390734,4367
36,Yes,One year,Credit card (automatic),54.1,1992.85,No,36.83641404805915,4368
9,Yes,Month-to-month,Electronic check,80.85,751.65,Yes,9.296846011131725,4369
3,No,Month-to-month,Electronic check,24.75,66.95,Yes,2.7050505050505054,4370
21,Yes,One year,Mailed check,80.9,1714.95,No,21.198393077873916,4371
13,Yes,One year,Bank transfer (automatic),24.5,343.6,No,14.024489795918369,4372
1,Yes,Month-to-month,Bank transfer (automatic),20.15,20.15,No,1.0,4373
25,Yes,One year,Mailed check,20.05,520.1,No,25.940149625935163,4374
71,Yes,Two year,Bank transfer (automatic),19.6,1387.45,No,70.78826530612244,4375
66,Yes,One year,Bank transfer (automatic),114.3,7383.7,No,64.59930008748907,4376
45,Yes,One year,Electronic check,100.3,4483.95,No,44.70538384845464,4377
22,Yes,Month-to-month,Credit card (automatic),80.0,1706.45,No,21.330625,4378
67,Yes,One year,Bank transfer (automatic),20.85,1327.4,No,63.66426858513189,4379
68,Yes,Two year,Bank transfer (automatic),89.95,5974.3,No,66.41801000555864,4380
0,Yes,Two year,Mailed check,20.0,1397.475,No,69.87375,4381
49,Yes,Month-to-month,Credit card (automatic),90.85,4515.85,Yes,49.706659328563575,4382
4,Yes,Month-to-month,Mailed check,48.75,179.85,No,3.689230769230769,4383
63,Yes,One year,Credit card (automatic),80.0,5040.2,No,63.0025,4384
2,Yes,Month-to-month,Bank transfer (automatic),79.7,165.0,Yes,2.0702634880803013,4385
21,Yes,One year,Mailed check,20.35,422.7,No,20.77149877149877,4386
55,Yes,Two year,Bank transfer (automatic),57.55,3046.4,Yes,52.93483927019983,4387
1,Yes,Month-to-month,Mailed check,20.25,20.25,No,1.0,4388
17,Yes,Two year,Mailed check,19.4,358.05,No,18.456185567010312,4389
30,Yes,Month-to-month,Bank transfer (automatic),100.4,2936.25,No,29.24551792828685,4390
22,Yes,Month-to-month,Mailed check,57.95,1271.8,No,21.946505608283,4391
9,Yes,Month-to-month,Bank transfer (automatic),59.5,530.05,No,8.908403361344536,4392
1,Yes,Month-to-month,Mailed check,19.2,19.2,No,1.0,4393
21,Yes,Month-to-month,Electronic check,86.5,1808.7,Yes,20.909826589595376,4394
19,Yes,Month-to-month,Electronic check,59.55,1144.6,No,19.2208228379513,4395
