tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
16,1,Month-to-month,Electronic check,88.45,1422.1,1,0.062196751283313416
1,1,Month-to-month,Electronic check,69.85,69.85,1,1.0
12,1,Month-to-month,Bank transfer (automatic),81.7,858.6,1,0.09515490333100396
31,0,One year,Electronic check,50.05,1523.4,0,0.03285414205067611
4,1,Month-to-month,Electronic check,79.9,324.3,1,0.2463768115942029
48,1,One year,Mailed check,69.55,3435.6,0,0.02024391663755967
15,1,Month-to-month,Credit card (automatic),25.4,399.6,1,0.06356356356356356
50,1,One year,Credit card (automatic),90.1,4549.45,0,0.019804591763839585
7,1,Month-to-month,Bank transfer (automatic),44.65,322.5,0,0.13844961240310077
41,1,Month-to-month,Bank transfer (automatic),83.75,3273.55,1,0.02558384628308717
68,1,Two year,Credit card (automatic),80.35,5375.15,0,0.014948420044091793
26,1,Month-to-month,Bank transfer (automatic),98.1,2510.7,0,0.03907276855060342
57,0,Two year,Credit card (automatic),53.35,3090.05,0,0.017265092797851166
3,1,Month-to-month,Electronic check,19.55,61.05,0,0.32022932022932027
1,1,Month-to-month,Mailed check,20.9,20.9,1,1.0
19,1,One year,Bank transfer (automatic),48.95,955.6,0,0.05122436165759732
3,1,Month-to-month,Electronic check,54.2,140.4,0,0.38603988603988604
59,1,Two year,Electronic check,24.45,1493.1,0,0.01637532650190878
1,1,Month-to-month,Mailed check,69.4,69.4,1,1.0
42,0,Month-to-month,Bank transfer (automatic),40.15,1626.05,0,0.024691737646443838
7,1,Month-to-month,Electronic check,74.9,541.15,1,0.13840894391573502
67,1,Two year,Credit card (automatic),25.6,1784.9,0,0.014342540198330438
1,1,Month-to-month,Electronic check,70.35,70.35,0,1.0
66,1,Two year,Bank transfer (automatic),91.7,6075.9,0,0.015092414292532795
61,1,Month-to-month,Mailed check,89.2,5500.6,0,0.016216412754972185
4,1,One year,Credit card (automatic),24.1,73.1,0,0.3296853625170999
42,1,Month-to-month,Credit card (automatic),74.15,3229.4,1,0.02296092153341178
64,1,One year,Bank transfer (automatic),53.85,3399.85,0,0.015838934070620765
54,1,One year,Bank transfer (automatic),115.6,6431.05,0,0.017975291748625805
1,1,Month-to-month,Credit card (automatic),19.75,19.75,0,1.0
54,1,Two year,Bank transfer (automatic),24.05,1230.9,0,0.01953854902916565
18,1,Two year,Credit card (automatic),25.3,454.65,0,0.055647201143736946
3,1,Month-to-month,Electronic check,84.3,235.05,0,0.35864709636247605
1,1,Month-to-month,Electronic check,70.1,70.1,1,1.0
72,1,Two year,Credit card (automatic),89.75,6595.9,0,0.013606937643081308
60,1,One year,Electronic check,97.95,5867.0,0,0.016695074143514572
11,1,One year,Mailed check,20.0,196.35,0,0.10185892538833716
12,1,Month-to-month,Electronic check,78.3,909.25,1,0.08611492988726972
61,1,One year,Credit card (automatic),103.9,6449.15,0,0.0161106502407294
39,1,Two year,Credit card (automatic),20.7,762.45,0,0.027149321266968323
55,1,Month-to-month,Electronic check,96.8,5283.95,1,0.018319628308367794
17,1,Month-to-month,Electronic check,94.4,1617.5,1,0.058361669242658426
37,1,One year,Credit card (automatic),20.15,785.75,0,0.025644288895959273
72,1,Two year,Mailed check,26.0,1776.0,0,0.01463963963963964
72,1,Two year,Credit card (automatic),77.35,5396.25,0,0.014334028260365993
8,1,Month-to-month,Bank transfer (automatic),66.05,574.5,0,0.11496953872932984
22,1,Month-to-month,Mailed check,19.9,400.3,0,0.049712715463402446
1,1,Month-to-month,Electronic check,84.3,84.3,1,1.0
38,1,Month-to-month,Credit card (automatic),68.15,2656.3,0,0.02565598765199714
17,1,One year,Electronic check,80.85,1445.95,0,0.05591479650057055
70,1,Two year,Bank transfer (automatic),75.5,5212.65,0,0.014483995664393352
72,1,Two year,Credit card (automatic),92.45,6440.25,1,0.01435503280152168
28,1,Month-to-month,Electronic check,80.6,2244.95,0,0.035902804071360164
15,1,Month-to-month,Bank transfer (automatic),83.2,1130.0,0,0.0736283185840708
72,1,Two year,Bank transfer (automatic),87.55,6463.15,0,0.013546026318436056
11,1,Month-to-month,Electronic check,99.55,1131.2,1,0.08800388967468174
8,1,Month-to-month,Electronic check,81.25,585.95,1,0.13866370850755183
57,1,One year,Bank transfer (automatic),109.4,6252.7,0,0.017496441537255908
1,1,Month-to-month,Bank transfer (automatic),19.95,19.95,1,1.0
46,0,Month-to-month,Electronic check,45.55,2062.15,0,0.02208859685279926
30,1,One year,Credit card (automatic),20.7,587.1,0,0.03525804803270311
10,1,Month-to-month,Electronic check,75.3,720.45,0,0.10451800957734748
23,1,Month-to-month,Electronic check,99.25,2186.4,1,0.04539425539699963
32,1,Month-to-month,Credit card (automatic),93.4,2979.3,0,0.03134964588997415
13,1,Month-to-month,Credit card (automatic),73.75,956.65,0,0.07709193539957142
39,1,Two year,Electronic check,80.45,3201.55,1,0.02512845340538177
44,1,Month-to-month,Credit card (automatic),88.15,3973.2,0,0.022186147186147188
9,1,Month-to-month,Mailed check,49.2,447.9,0,0.10984594775619559
67,1,Two year,Mailed check,19.65,1335.2,0,0.014716896345116835
9,1,Month-to-month,Bank transfer (automatic),79.35,661.25,1,0.12
15,1,Month-to-month,Electronic check,79.75,1111.85,1,0.07172730134460584
71,1,Two year,Bank transfer (automatic),105.15,7555.0,0,0.013917935142289875
1,1,Month-to-month,Credit card (automatic),49.0,49.0,0,1.0
30,1,Month-to-month,Electronic check,100.05,3046.15,1,0.03284473844032631
1,1,Month-to-month,Electronic check,69.35,69.35,1,1.0
17,0,Month-to-month,Mailed check,49.8,836.35,0,0.05954444909427871
3,1,Month-to-month,Electronic check,85.8,272.2,1,0.3152094048493755
67,1,Two year,Electronic check,79.7,5293.4,1,0.01505648543469226
1,1,Month-to-month,Bank transfer (automatic),20.95,20.95,0,1.0
1,1,Month-to-month,Mailed check,50.55,50.55,1,1.0
32,1,Month-to-month,Mailed check,79.3,2570.0,0,0.030856031128404668
41,1,One year,Bank transfer (automatic),19.5,798.2,0,0.024429967426710095
1,1,Month-to-month,Electronic check,80.55,80.55,1,1.0
1,1,Month-to-month,Bank transfer (automatic),44.15,44.15,0,1.0
12,1,Month-to-month,Electronic check,84.5,916.9,1,0.09215835969026066
62,1,Month-to-month,Electronic check,105.5,6487.2,0,0.01626279442594648
22,1,Month-to-month,Mailed check,84.3,1855.65,1,0.04542882547894268
17,1,Month-to-month,Credit card (automatic),92.7,1556.85,0,0.05954330860391175
72,1,Two year,Bank transfer (automatic),26.25,1988.05,0,0.013203893262241896
56,1,Month-to-month,Credit card (automatic),96.95,5432.2,0,0.01784728102794448
9,1,Month-to-month,Credit card (automatic),20.45,147.55,0,0.1385970857336496
72,1,Two year,Bank transfer (automatic),115.8,8424.9,0,0.013744970266709398
20,1,Month-to-month,Bank transfer (automatic),108.2,2203.7,0,0.04909924218360032
19,1,Two year,Mailed check,20.2,387.4,0,0.05214248838409912
2,1,Month-to-month,Electronic check,67.75,116.65,1,0.5807972567509644
53,0,One year,Credit card (automatic),54.9,3045.75,0,0.018025116966264465
27,1,Month-to-month,Electronic check,85.25,2287.25,1,0.03727183298721172
6,1,Month-to-month,Bank transfer (automatic),20.15,130.5,0,0.15440613026819922
9,1,One year,Electronic check,90.35,767.9,0,0.11765854929027217
8,1,Month-to-month,Electronic check,55.75,446.8,0,0.12477618621307072
71,1,Two year,Bank transfer (automatic),114.6,8100.25,0,0.014147711490386098
10,1,Month-to-month,Bank transfer (automatic),80.05,830.7,1,0.0963645118574696
1,1,Month-to-month,Mailed check,20.0,20.0,1,1.0
71,0,One year,Bank transfer (automatic),66.8,4689.15,0,0.01424565219709329
68,1,One year,Electronic check,100.3,6754.35,0,0.014849689459385432
34,1,Month-to-month,Electronic check,105.35,3540.65,0,0.029754423622781124
26,1,One year,Electronic check,85.2,2184.6,0,0.03900027464982148
22,1,Month-to-month,Credit card (automatic),48.8,1054.6,1,0.046273468613692394
7,1,Month-to-month,Mailed check,18.95,130.55,0,0.1451551129835312
20,1,Month-to-month,Bank transfer (automatic),69.8,1540.35,0,0.04531437660272016
60,1,Month-to-month,Electronic check,106.15,6411.25,0,0.01655683369077793
72,1,Two year,Electronic check,20.55,1432.55,0,0.01434504903842798
72,1,One year,Credit card (automatic),105.75,7629.85,0,0.013860036566904984
4,1,Month-to-month,Mailed check,25.25,101.9,0,0.2477919528949951
16,1,Month-to-month,Electronic check,19.75,313.4,0,0.06301850670070198
62,1,One year,Electronic check,104.85,6312.9,0,0.016608848548210806
10,1,Month-to-month,Mailed check,60.95,629.55,0,0.09681518544992455
31,1,Month-to-month,Electronic check,81.15,2640.55,0,0.03073223381492492
71,1,Two year,Credit card (automatic),19.1,1372.45,0,0.01391671827753288
58,1,Two year,Mailed check,20.8,1212.25,0,0.017158176943699734
70,1,Two year,Credit card (automatic),90.15,6237.05,0,0.014453948581460787
71,1,Two year,Electronic check,90.1,6310.9,0,0.014276886022595827
69,1,Two year,Credit card (automatic),74.1,5031.0,0,0.014728682170542634
1,1,Month-to-month,Electronic check,85.05,85.05,1,1.0
72,1,Two year,Bank transfer (automatic),118.75,8672.45,0,0.013692785775645866
26,1,Month-to-month,Credit card (automatic),85.9,2196.45,0,0.03910856154248902
33,1,Month-to-month,Credit card (automatic),95.0,3008.15,0,0.03158087196449645
10,1,Two year,Mailed check,20.15,220.8,0,0.09125905797101448
57,1,Two year,Credit card (automatic),101.3,5779.6,0,0.017527164509654646
10,1,Month-to-month,Electronic check,21.2,222.65,0,0.09521670783741297
39,1,One year,Mailed check,24.2,914.6,0,0.026459654493767765
11,1,Month-to-month,Bank transfer (automatic),20.3,246.3,0,0.08241981323589119
21,1,Month-to-month,Electronic check,102.8,2110.15,1,0.04871691585906215
68,1,Two year,Bank transfer (automatic),85.3,5560.0,0,0.015341726618705035
18,1,One year,Credit card (automatic),89.6,1633.0,0,0.0548683404776485
6,1,Month-to-month,Mailed check,99.95,547.65,1,0.1825070756870264
18,1,Month-to-month,Mailed check,56.25,969.85,0,0.057998659586533996
52,1,One year,Bank transfer (automatic),50.95,2610.65,0,0.01951621243751556
56,1,Two year,Mailed check,115.85,6567.9,0,0.017638819105041184
45,1,Month-to-month,Bank transfer (automatic),103.65,4747.85,0,0.021830934001706034
67,1,Two year,Mailed check,26.1,1759.55,0,0.014833338069392743
3,0,Month-to-month,Mailed check,35.1,101.1,0,0.3471810089020772
65,1,Month-to-month,Bank transfer (automatic),99.1,6496.15,0,0.01525518961230883
63,1,Two year,Mailed check,67.25,4234.15,0,0.015882762774110507
11,1,Two year,Mailed check,25.0,300.7,0,0.08313934153641503
1,1,Month-to-month,Mailed check,59.55,59.55,0,1.0
55,1,Two year,Bank transfer (automatic),77.8,4323.35,0,0.017995304567060263
25,1,One year,Mailed check,55.1,1466.1,0,0.03758270240774845
72,1,One year,Bank transfer (automatic),117.8,8684.8,1,0.013563927781871777
72,1,Two year,Credit card (automatic),24.15,1776.45,0,0.013594528413408764
65,0,Two year,Mailed check,45.25,2933.95,0,0.015422894050682527
54,1,Month-to-month,Electronic check,79.5,4370.25,1,0.01819117899433671
7,1,Month-to-month,Mailed check,20.25,144.35,0,0.14028403186698996
72,1,Two year,Bank transfer (automatic),64.75,4804.75,0,0.01347624746344763
21,1,Month-to-month,Bank transfer (automatic),54.6,1125.2,0,0.048524706718805544
2,1,Month-to-month,Bank transfer (automatic),20.7,39.85,0,0.5194479297365119
4,1,Month-to-month,Electronic check,94.75,422.4,0,0.224313446969697
3,1,Month-to-month,Bank transfer (automatic),79.65,251.75,1,0.3163853028798411
72,1,Two year,Credit card (automatic),115.8,8332.15,0,0.013897973512238739
6,1,Month-to-month,Electronic check,49.45,314.6,0,0.15718372536554354
52,1,Month-to-month,Credit card (automatic),83.8,4331.4,0,0.019347093318557513
69,1,Month-to-month,Bank transfer (automatic),95.35,6382.0,0,0.014940457536822311
8,1,Month-to-month,Electronic check,94.7,740.3,1,0.12792111306227205
8,1,Month-to-month,Bank transfer (automatic),74.05,600.15,0,0.12338582021161376
63,1,Month-to-month,Bank transfer (automatic),89.6,5538.8,0,0.016176789196215784
60,1,One year,Credit card (automatic),116.6,7049.5,0,0.016540180154620894
12,1,Month-to-month,Bank transfer (automatic),54.2,690.5,0,0.07849384503982622
13,1,Month-to-month,Mailed check,19.3,279.3,0,0.06910132474042248
22,1,Month-to-month,Mailed check,65.05,1427.55,0,0.0455675808202865
5,1,Month-to-month,Electronic check,92.5,452.7,1,0.20432957808703336
1,1,Month-to-month,Mailed check,19.45,19.45,1,1.0
72,1,Two year,Bank transfer (automatic),24.05,1709.15,0,0.014071322002164818
2,1,Month-to-month,Bank transfer (automatic),18.75,53.15,0,0.3527751646284102
40,1,Two year,Bank transfer (automatic),20.15,777.35,0,0.02592139962693767
44,1,One year,Bank transfer (automatic),20.0,860.85,0,0.02323285125166986
71,1,One year,Bank transfer (automatic),71.0,5012.1,0,0.014165718960116517
2,1,Month-to-month,Electronic check,75.55,166.3,1,0.4542994588093806
26,1,Month-to-month,Electronic check,93.6,2404.1,0,0.038933488623601346
1,1,Month-to-month,Electronic check,70.0,70.0,1,1.0
1,0,Month-to-month,Mailed check,24.4,24.4,0,1.0
65,1,Two year,Bank transfer (automatic),74.8,4820.15,1,0.01551818926796884
3,1,Month-to-month,Mailed check,65.25,209.9,0,0.31086231538828013
13,1,Month-to-month,Mailed check,50.55,610.75,0,0.08276708964388046
33,1,Month-to-month,Electronic check,104.4,3409.6,1,0.030619427498826846
1,1,Month-to-month,Mailed check,70.7,70.7,0,1.0
4,1,Month-to-month,Mailed check,45.25,155.35,0,0.29127775989700677
2,1,Month-to-month,Electronic check,70.3,144.0,0,0.48819444444444443
72,1,Two year,Credit card (automatic),108.95,7875.0,0,0.013834920634920636
37,1,Month-to-month,Mailed check,26.45,911.6,0,0.02901491882404563
15,1,Month-to-month,Electronic check,86.2,1270.2,1,0.06786332860966778
23,1,One year,Credit card (automatic),19.65,478.1,0,0.041100188245137
30,0,Month-to-month,Credit card (automatic),51.2,1561.5,1,0.032788984950368236
42,1,One year,Electronic check,19.05,761.85,0,0.025004922228785195
32,1,One year,Mailed check,74.75,2282.95,0,0.03274272323090738
22,1,Month-to-month,Bank transfer (automatic),75.8,1615.1,0,0.04693207850907065
42,0,Month-to-month,Credit card (automatic),25.1,1097.15,0,0.02287745522490088
8,1,Month-to-month,Mailed check,44.45,369.3,0,0.12036284863254806
65,1,Two year,Credit card (automatic),104.3,6725.3,0,0.015508601846757765
2,1,Month-to-month,Mailed check,19.5,31.55,1,0.618066561014263
70,1,Two year,Bank transfer (automatic),89.0,6293.2,0,0.014142248776457129
22,1,Month-to-month,Credit card (automatic),20.15,432.5,0,0.04658959537572254
4,1,Month-to-month,Electronic check,74.9,321.75,1,0.23278943278943282
2,1,Month-to-month,Credit card (automatic),74.9,147.15,1,0.509004417261298
67,0,Two year,Bank transfer (automatic),36.15,2434.45,0,0.014849349955842183
25,1,Month-to-month,Credit card (automatic),19.2,532.1,0,0.036083442961849274
20,1,Month-to-month,Bank transfer (automatic),19.25,375.25,0,0.051299133910726186
2,1,Month-to-month,Credit card (automatic),61.2,125.95,0,0.48590710599444226
51,1,Two year,Mailed check,20.45,1042.65,0,0.01961348487028245
46,0,Month-to-month,Bank transfer (automatic),35.05,1620.25,0,0.021632464125906494
25,1,Month-to-month,Electronic check,100.25,2387.75,1,0.0419851324468642
13,1,Month-to-month,Mailed check,44.0,659.35,0,0.06673238795783726
25,1,Month-to-month,Mailed check,102.8,2660.2,1,0.038643710999173
26,1,One year,Mailed check,50.35,1285.8,0,0.039158500544408156
43,1,One year,Electronic check,100.0,4211.55,1,0.023744227184765702
19,1,Month-to-month,Electronic check,20.0,377.55,0,0.052973116143557146
10,1,Month-to-month,Electronic check,99.85,990.9,1,0.10076697951357351
2,1,Month-to-month,Bank transfer (automatic),94.2,193.8,1,0.48606811145510836
72,1,Two year,Bank transfer (automatic),86.4,6058.95,0,0.014259896516723197
18,1,Month-to-month,Credit card (automatic),58.4,964.9,0,0.06052440667426676
9,1,Month-to-month,Electronic check,83.85,790.15,1,0.10611909131177624
27,1,Month-to-month,Credit card (automatic),88.3,2467.75,1,0.03578158241312937
24,1,Month-to-month,Electronic check,94.1,2322.85,0,0.04051057967582926
69,1,One year,Bank transfer (automatic),104.05,7262.0,1,0.014328008812999173
46,1,Two year,Credit card (automatic),108.9,4854.3,0,0.022433718558803536
72,1,Two year,Bank transfer (automatic),107.4,7748.75,0,0.013860300048394903
22,1,Month-to-month,Credit card (automatic),94.7,1914.9,1,0.049454279596845785
70,1,Month-to-month,Electronic check,90.85,6470.1,0,0.01404151404151404
2,1,Month-to-month,Electronic check,19.9,57.4,0,0.34668989547038326
31,1,Month-to-month,Credit card (automatic),66.4,2019.8,0,0.032874542033864744
56,1,Month-to-month,Bank transfer (automatic),100.65,5688.05,1,0.017694992132628932
16,1,Month-to-month,Bank transfer (automatic),100.7,1522.7,0,0.06613252774676562
52,1,Two year,Credit card (automatic),25.6,1334.5,0,0.019183214687148745
13,1,Month-to-month,Mailed check,19.85,252.0,0,0.07876984126984128
35,1,One year,Mailed check,20.75,700.45,0,0.029623813262902417
59,1,Two year,Electronic check,95.8,5655.45,0,0.01693941242518279
72,1,Month-to-month,Electronic check,94.65,6747.35,0,0.014027729404877471
66,1,Two year,Bank transfer (automatic),80.55,5265.1,1,0.015298854722607357
49,1,Two year,Credit card (automatic),106.65,5174.35,0,0.0206112845091654
2,1,Month-to-month,Mailed check,45.85,105.6,0,0.4341856060606061
21,1,Month-to-month,Electronic check,104.35,2271.85,0,0.04593172964764399
54,0,One year,Electronic check,55.45,2966.95,0,0.018689226309846815
24,1,Month-to-month,Electronic check,78.85,1772.25,1,0.0444914656510086
1,1,Month-to-month,Electronic check,61.15,61.15,0,1.0
6,1,Month-to-month,Electronic check,78.95,494.95,0,0.15951106172340643
1,1,Month-to-month,Mailed check,44.45,44.45,1,1.0
49,1,One year,Credit card (automatic),109.2,5290.45,0,0.020640966269409977
56,1,Two year,Credit card (automatic),61.3,3346.8,0,0.018316003346480217
56,1,Month-to-month,Electronic check,96.85,5219.65,0,0.018554883948157443
6,0,Two year,Mailed check,40.55,217.5,0,0.18643678160919538
32,1,One year,Mailed check,19.8,607.7,0,0.03258186605232845
50,1,One year,Electronic check,108.25,5431.4,0,0.019930404683875247
58,1,One year,Bank transfer (automatic),105.05,6004.85,0,0.017494192194642662
65,1,Two year,Mailed check,90.45,5957.9,0,0.01518152369123349
64,1,Two year,Credit card (automatic),86.4,5442.05,0,0.015876370117878374
66,1,Two year,Bank transfer (automatic),66.9,4370.25,0,0.015308048738630514
38,1,One year,Electronic check,110.7,4428.6,0,0.0249966129250779
20,1,One year,Mailed check,20.0,416.45,0,0.048024972985952694
